"Brand.Name","Generic.Name","Drug.Uses","key","Med_Cat","Med_Sub_Cat","Term_Matched"
"PROVIDA DHA","PRENAT90/IRON FUM,PS/FOLIC/DHA","Missing","PROVIDA DHA_PRENAT90/IRON FUM,PS/FOLIC/DHA","Missing","Missing","missing"
"PROVIDA OB","PRENATAL VIT 65/IRON FUM,PS/FA","This medication is a multivitamin and iron product used to treat or prevent vitamin deficiency due to poor diet, certain illnesses, or during pregnancy. Vitamins and iron are important building blocks of the body and help keep you in good health.","PROVIDA OB_PRENATAL VIT 65/IRON FUM,PS/FA","Obstetrics","Pregnancy_Peripartum","pregnancy"
"PROVIGIL","MODAFINIL","Modafinil reduces extreme sleepiness due to narcolepsy and other sleep disorders, such as periods of stopped breathing during sleep (obstructive sleep apnea). It is also used to help you stay awake during work hours if you have a work schedule that keeps you from having a normal sleep routine (shift work sleep disorder). This medication does not cure these sleep disorders and may not get rid of all your sleepiness. Modafinil does not take the place of getting enough sleep. It should not be used to treat tiredness or hold off sleep in people who do not have a sleep disorder. It is not known how modafinil works to keep you awake. It is thought to work by affecting certain substances in the brain that control the sleep/wake cycle.","PROVIGIL_MODAFINIL",NA,NA,NA
"PROZAC WEEKLY","FLUOXETINE HCL","This long-acting form of fluoxetine is used to treat depression in people who have been successfully treated with the form of fluoxetine that is taken daily. Fluoxetine is a selective serotonin reuptake inhibitor (SSRI). SSRIs work by helping to restore the balance of certain natural substances in the brain (neurotransmitters such as serotonin). Fluoxetine may decrease anxiety, improve your mood, sleep, appetite, and energy level and may help restore your interest in daily living.","PROZAC WEEKLY_FLUOXETINE HCL","Psychiatry","Mood_Disorders","depression"
"PROZAC","FLUOXETINE HCL","Fluoxetine is used to treat depression, panic attacks, obsessive compulsive disorder, a certain eating disorder (bulimia), and a severe form of premenstrual syndrome (premenstrual dysphoric disorder). This medication may improve your mood, sleep, appetite, and energy level and may help restore your interest in daily living. It may decrease fear, anxiety, unwanted thoughts, and the number of panic attacks. It may also reduce the urge to perform repeated tasks (compulsions such as hand-washing, counting, and checking) that interfere with daily living. Fluoxetine may lessen premenstrual symptoms such as irritability, increased appetite, and depression. It may decrease binging and purging behaviors in bulimia.","PROZAC_FLUOXETINE HCL","Psychiatry","Mood_Disorders","depression"
"PRUDOXIN","DOXEPIN HCL","This medication is used to relieve troublesome itching from certain skin conditions (e.g., atopic dermatitis, eczema, neurodermatitis). It should be used only for a short time (no more than 8 days). Doxepin is a tricyclic antidepressant. It is not known how this medication decreases itching. Some medication is absorbed into the body when the cream is applied. This medication may work by blocking a certain natural substance (histamine) that your body makes during an allergic reaction. The decrease in itching may be a result of drowsiness or some other effect in the brain that causes you not to notice or be bothered by the itching.","PRUDOXIN_DOXEPIN HCL","Dermatology","Inflammatory_Dermatoses","eczema"
"PSORCON","DIFLORASONE DIACETATE","Diflorasone is used to treat a variety of skin conditions (e.g., eczema, dermatitis, allergies, rash). Diflorasone reduces the swelling, itching and redness that can occur in these types of conditions. This medication is a strong (high-potency) corticosteroid.","PSORCON_DIFLORASONE DIACETATE","Dermatology","Inflammatory_Dermatoses","eczema"
"PULMICORT FLEXHALER","BUDESONIDE","Budesonide is used to control and prevent symptoms (wheezing and shortness of breath) caused by asthma. This medication belongs to a class of drugs known as corticosteroids. It works directly in the lungs to make breathing easier by reducing the irritation and swelling of the airways. This medication must be used regularly to be effective. It does not work right away and should not be used to relieve sudden asthma attacks. If an asthma attack occurs, use your quick-relief inhaler as prescribed.","PULMICORT FLEXHALER_BUDESONIDE","Pulmonology","Obstructive_Lung_Disease","asthma"
"PULMICORT","BUDESONIDE","Budesonide is used to control and prevent symptoms (wheezing and shortness of breath) caused by asthma. This medication belongs to a class of drugs known as corticosteroids. It works directly in the lungs to make breathing easier by reducing the irritation and swelling of the airways. This medication must be used regularly to be effective. It does not work right away and should not be used to relieve sudden asthma attacks. If an asthma attack occurs, use your quick-relief inhaler as prescribed.","PULMICORT_BUDESONIDE","Pulmonology","Obstructive_Lung_Disease","asthma"
"PULMOZYME","DORNASE ALFA","This medication is used to improve breathing and reduce the risk of lung infections in people with cystic fibrosis. It is used along with other treatments for this disease (e.g., chest physical therapy, medications, nutritional supplements). Dornase alfa is the same as a substance (DNase I enzyme) that is naturally produced by the body. It works in the airways by decreasing stickiness/thickness of mucus so that it can be cleared from the lungs more easily.","PULMOZYME_DORNASE ALFA","Pulmonology","Interstitial_Lung_Disease","cystic fibrosis"
"PURE COMFORT ALCOHOL PAD","ALCOHOL ANTISEPTIC PADS","Steralization Pad","PURE COMFORT ALCOHOL PAD_ALCOHOL ANTISEPTIC PADS",NA,NA,NA
"PURE COMFORT PEN NEEDLE","PEN NEEDLE, DIABETIC","Diabetic Equipment","PURE COMFORT PEN NEEDLE_PEN NEEDLE, DIABETIC","Endocrinology","Diabetes","diabetic"
"PURIXAN","MERCAPTOPURINE","This medication is used with other drugs to treat a certain type of cancer (acute lymphocytic leukemia). It is a chemotherapy drug that works by slowing or stopping the growth of cancer cells. Talk to the doctor about the risks and benefits of mercaptopurine, especially when used in children and young adults.","PURIXAN_MERCAPTOPURINE","Oncology","General_Oncology","chemotherapy"
"PYLERA","BISMUTH/METRONID/TETRACYCLINE","This combination medication is used with an acid blocker (e.g., a proton pump inhibitor such as omeprazole). It is used to treat stomach/intestinal ulcers caused by the bacteria H. pylori and to prevent the ulcers from returning. Each capsule contains 3 medications: bismuth subcitrate, metronidazole, and tetracycline. Bismuth subcitrate is often used to treat upset stomach, but it is used in this combination to help stop the growth of bacteria. Metronidazole and tetracycline are antibiotics used to treat a wide variety of bacterial infections. They work by stopping the growth of bacteria. This product treats only bacterial infections. It will not work for viral infections (e.g., common cold, flu). Unnecessary use or misuse of any antibiotic can lead to its decreased effectiveness. This product is not recommended for use in children.","PYLERA_BISMUTH/METRONID/TETRACYCLINE","Gastroenterology","Inflammatory_Bowel","ulcer"
"PYRAZINAMIDE","PYRAZINAMIDE","Pyrazinamide is used with other medications to treat tuberculosis (TB). It is an antibiotic and works by stopping the growth of bacteria. This antibiotic treats only bacterial infections. It will not work for viral infections (such as common cold, flu). Unnecessary use or misuse of any antibiotic can lead to its decreased effectiveness.","PYRAZINAMIDE_PYRAZINAMIDE","Infectious_Disease","General_Infection","bacterial"
"PYRIDIUM","PHENAZOPYRIDINE HCL","This medication is used to relieve symptoms caused by irritation of the urinary tract such as pain, burning, and the feeling of needing to urinate urgently or frequently. This drug does not treat the cause of the urinary irritation, but it can help relieve the symptoms while other treatments take effect. Phenazopyridine is a dye that works as a painkiller to soothe the lining of the urinary tract.","PYRIDIUM_PHENAZOPYRIDINE HCL","Pain_Management","General_Pain","pain"
"PYRIDOSTIGMINE BROMIDE ER","PYRIDOSTIGMINE BROMIDE","Pyridostigmine is used to improve muscle strength in patients with a certain muscle disease (myasthenia gravis). It works by preventing the breakdown of a certain natural substance (acetylcholine) in your body. Acetylcholine is needed for normal muscle function.","PYRIDOSTIGMINE BROMIDE ER_PYRIDOSTIGMINE BROMIDE","Otorhinolaryngology","General_ENT","ent"
"PYRIDOSTIGMINE BROMIDE","PYRIDOSTIGMINE BROMIDE","Pyridostigmine is used to improve muscle strength in patients with a certain muscle disease (myasthenia gravis). It works by preventing the breakdown of a certain natural substance (acetylcholine) in your body. Acetylcholine is needed for normal muscle function.","PYRIDOSTIGMINE BROMIDE_PYRIDOSTIGMINE BROMIDE","Otorhinolaryngology","General_ENT","ent"
"PYRIMETHAMINE","PYRIMETHAMINE","This medication is used with other medication (such as a sulfonamide) to treat a serious parasite infection (toxoplasmosis) of the body, brain, or eye or to prevent toxoplasmosis infection in people with HIV infection. Pyrimethamine belongs to a class of drugs known as antiparasitics. It works by killing parasites.","PYRIMETHAMINE_PYRIMETHAMINE","Infectious_Disease","General_Infection","parasitic"
"PYRUKYND","MITAPIVAT SULFATE","This medication is used to treat hemolytic anemia. It works by slowing the breakdown of red blood cells. It may help to improve symptoms of anemia (such as shortness of breath, tiredness) and decrease the need for blood transfusion.","PYRUKYND_MITAPIVAT SULFATE","Hematology","Anemia","anemia"
"QALSODY","TOFERSEN","Tofersen is used to treat a certain type of nerve disease called amyotrophic lateral sclerosis (ALS, also commonly called Lou Gehrig's disease). This information does not contain any assurances that this product is safe, effective or appropriate for you.","QALSODY_TOFERSEN",NA,NA,NA
"QBRELIS","LISINOPRIL","Lisinopril is used to treat high blood pressure. Lowering high blood pressure helps prevent strokes, heart attacks, and kidney problems. It is also used to treat heart failure and to improve survival after a heart attack. Lisinopril belongs to a class of drugs known as ACE inhibitors. It works by relaxing blood vessels so blood can flow more easily.","QBRELIS_LISINOPRIL","Cardiology","Vascular_Heart_Disease","stroke"
"QBREXZA","GLYCOPYRRONIUM TOSYLATE","This form of glycopyrronium is used to treat excessive sweating from your underarms. The drug solution is on a pre-moistened cloth for application to the skin. It works on the sweat glands to reduce sweating. Glycopyrronium belongs to a class of drugs known as anticholinergics.","QBREXZA_GLYCOPYRRONIUM TOSYLATE","Dermatology","General_Skin","skin"
"QELBREE","VILOXAZINE HCL","Viloxazine is used by children to treat attention-deficit hyperactivity disorder (ADHD) as part of a total treatment plan, including psychological, social, and other treatments. It may help to increase the ability to pay attention, concentrate, stay focused, and stop fidgeting. It is thought to work by restoring the balance of certain natural substances (neurotransmitters) in the brain.","QELBREE_VILOXAZINE HCL","Psychiatry","Psychotic_Disorders","psych"
"QINLOCK","RIPRETINIB","This medication is used to treat a certain type of stomach, bowel, or esophagus cancer (gastrointestinal stromal tumor-GIST). Ripretinib belongs to a class of drugs known as kinase inhibitors. It works by slowing or stopping the growth of cancer cells.","QINLOCK_RIPRETINIB","Gastroenterology","Upper_GI","gastro"
"QMIIZ ODT","MELOXICAM","Meloxicam is used to treat arthritis. It reduces pain, swelling, and stiffness of the joints. Meloxicam is known as a nonsteroidal anti-inflammatory drug (NSAID). If you are treating a chronic condition such as arthritis, ask your doctor about non-drug treatments and/or using other medications to treat your pain. See also Warning section.","QMIIZ ODT_MELOXICAM","Orthopedics","Musculoskeletal","joint"
"QNASL CHILDREN","BECLOMETHASONE DIPROPIONATE","This medication is used to treat seasonal and year-round allergy symptoms such as stuffy/runny nose, itching, and sneezing. It may also reduce other symptoms of seasonal allergies such as red, itchy, and watery eyes. This medication belongs to a class of drugs known as corticosteroids. It works by reducing swelling (inflammation) in the nasal passages.","QNASL CHILDREN_BECLOMETHASONE DIPROPIONATE","Ophthalmology","General_Ophthalmology","eye"
"QNASL","BECLOMETHASONE DIPROPIONATE","This medication is used to treat seasonal and year-round allergy symptoms such as stuffy/runny nose, itching, and sneezing. It may also reduce other symptoms of seasonal allergies such as red, itchy, and watery eyes. This medication belongs to a class of drugs known as corticosteroids. It works by reducing swelling (inflammation) in the nasal passages.","QNASL_BECLOMETHASONE DIPROPIONATE","Ophthalmology","General_Ophthalmology","eye"
"QTERN","DAPAGLIFLOZIN/SAXAGLIPTIN HCL","This medication is a combination of 2 drugs: dapagliflozin and saxagliptin. It is used with a proper diet and exercise program to control high blood sugar in people with type 2 diabetes. Controlling high blood sugar helps prevent kidney damage, blindness, nerve problems, loss of limbs, and sexual function problems. Proper control of diabetes may also lessen your risk of a heart attack or stroke. Dapagliflozin works by increasing the removal of sugar by your kidneys. Saxagliptin works by increasing levels of natural substances called incretins. Incretins help to control blood sugar by increasing insulin release, especially after a meal. They also decrease the amount of sugar your liver makes.","QTERN_DAPAGLIFLOZIN/SAXAGLIPTIN HCL","Cardiology","Vascular_Heart_Disease","stroke"
"QUADRACEL DTAP-IPV","DIPH,PERTUS(ACEL),TET,POLIO/PF","This medication is a combination of vaccines against diphtheria, tetanus (lockjaw), pertussis (whooping cough), and polio. Vaccination is the best way to protect against these life-threatening infections. Vaccines work by causing the body to produce its own protection (antibodies). Vaccines may not fully protect everyone who receives them. This information does not contain any assurances that this product is safe, effective or appropriate for you.","QUADRACEL DTAP-IPV_DIPH,PERTUS(ACEL),TET,POLIO/PF","Vaccine","Vaccination","vaccine"
"QUALAQUIN","QUININE SULFATE","This medication is used alone or with other medication to treat malaria caused by mosquito bites in countries where malaria is common. Malaria parasites can enter the body through these mosquito bites, and then live in body tissues such as red blood cells or the liver. This medication is used to kill the malaria parasites living inside red blood cells. In some cases, you may need to take a different medication (such as primaquine) to kill the malaria parasites living in other body tissues. Both drugs may be needed for a complete cure and to prevent the return of infection (relapse). Quinine belongs to a class of drugs known as antimalarials. It is not used for the prevention of malaria. The United States Centers for Disease Control provide updated guidelines and travel recommendations for the prevention and treatment of malaria in different parts of the world. Discuss the most recent information with your doctor before traveling to areas where malaria occurs.","QUALAQUIN_QUININE SULFATE","Gastroenterology","Liver","liver"
"QUARTETTE","L-NORGEST/E.ESTRADIOL-E.ESTRAD","This combination hormone medication is used to prevent pregnancy. It contains 2 hormones: a progestin (levonorgestrel) and an estrogen (ethinyl estradiol). It works mainly by preventing the release of an egg (ovulation) during your menstrual cycle. It also makes vaginal fluid thicker to help prevent sperm from reaching an egg (fertilization) and changes the lining of the uterus (womb) to prevent attachment of a fertilized egg. If a fertilized egg does not attach to the uterus, it passes out of the body. Besides preventing pregnancy, birth control pills may make your periods more regular, decrease blood loss and painful periods, decrease your risk of ovarian cysts, and also treat acne. Using this medication does not protect you or your partner against sexually transmitted diseases (such as HIV, gonorrhea, chlamydia).","QUARTETTE_L-NORGEST/E.ESTRADIOL-E.ESTRAD","Dermatology","Acne","acne"
"QUASENSE","LEVONORGESTREL-ETHIN ESTRADIOL","This combination hormone medication is used to prevent pregnancy. It contains 2 hormones: a progestin (levonorgestrel) and an estrogen (ethinyl estradiol). It works mainly by preventing the release of an egg (ovulation) during your menstrual cycle. It also makes vaginal fluid thicker to help prevent sperm from reaching an egg (fertilization) and changes the lining of the uterus (womb) to prevent attachment of a fertilized egg. If a fertilized egg does not attach to the uterus, it passes out of the body. Besides preventing pregnancy, birth control pills may make your periods more regular, decrease blood loss and painful periods, decrease your risk of ovarian cysts, and also treat acne. Using this medication does not protect you or your partner against sexually transmitted diseases (such as HIV, gonorrhea, chlamydia).","QUASENSE_LEVONORGESTREL-ETHIN ESTRADIOL","Dermatology","Acne","acne"
"QUASENSE","LEVONORGESTREL/ETHIN.ESTRADIOL","This combination hormone medication is used to prevent pregnancy. It contains 2 hormones: a progestin (levonorgestrel) and an estrogen (ethinyl estradiol). It works mainly by preventing the release of an egg (ovulation) during your menstrual cycle. It also makes vaginal fluid thicker to help prevent sperm from reaching an egg (fertilization) and changes the lining of the uterus (womb) to prevent attachment of a fertilized egg. If a fertilized egg does not attach to the uterus, it passes out of the body. Besides preventing pregnancy, birth control pills may make your periods more regular, decrease blood loss and painful periods, decrease your risk of ovarian cysts, and also treat acne. Using this medication does not protect you or your partner against sexually transmitted diseases (such as HIV, gonorrhea, chlamydia).","QUASENSE_LEVONORGESTREL/ETHIN.ESTRADIOL","Dermatology","Acne","acne"
"QUDEXY XR","TOPIRAMATE","Topiramate is used alone and with other medications to prevent and control seizures (epilepsy). It is also used to prevent migraine headaches. Topiramate belongs to a class of drugs known as anticonvulsants.","QUDEXY XR_TOPIRAMATE","Neurology","Seizure_Disorders","seizure"
"QUESTRAN LIGHT","CHOLESTYRAMINE/ASPARTAME","Cholestyramine is used along with a proper diet to lower cholesterol in the blood. Lowering cholesterol helps decrease the risk for strokes and heart attacks. In addition to a proper diet (such as a low-cholesterol/low-fat diet), other lifestyle changes that may help this medication work better include exercising, losing weight if overweight, and stopping smoking. Consult your doctor for more details. Cholestyramine may also be used to treat itching in people with too much bile acid caused by a certain type of liver/bile duct disease (partial biliary obstruction). This medication is known as a bile acid-binding resin. It works by removing bile acid from the body. In people with high cholesterol, this causes the liver to make more bile acid by using cholesterol in the blood. This helps to lower the cholesterol levels.","QUESTRAN LIGHT_CHOLESTYRAMINE/ASPARTAME","Cardiology","Lipids","cholesterol"
"QUESTRAN","CHOLESTYRAMINE (WITH SUGAR)","Cholestyramine is used along with a proper diet to lower cholesterol in the blood. Lowering cholesterol helps decrease the risk for strokes and heart attacks. In addition to a proper diet (such as a low-cholesterol/low-fat diet), other lifestyle changes that may help this medication work better include exercising, losing weight if overweight, and stopping smoking. Consult your doctor for more details. Cholestyramine may also be used to treat itching in people with too much bile acid caused by a certain type of liver/bile duct disease (partial biliary obstruction). This medication is known as a bile acid-binding resin. It works by removing bile acid from the body. In people with high cholesterol, this causes the liver to make more bile acid by using cholesterol in the blood. This helps to lower the cholesterol levels.","QUESTRAN_CHOLESTYRAMINE (WITH SUGAR)","Cardiology","Lipids","cholesterol"
"QUETIAPINE FUMARATE ER","QUETIAPINE FUMARATE","This medication is used to treat certain mental/mood conditions (such as schizophrenia, bipolar disorder, sudden episodes of mania or depression associated with bipolar disorder). It is also used with other medications to treat depression. Quetiapine is known as an anti-psychotic drug (atypical type). It works by helping to restore the balance of certain natural substances (neurotransmitters) in the brain. This medication can decrease hallucinations and improve your concentration. It helps you to think more clearly and positively about yourself, feel less nervous, and take a more active part in everyday life. It may also improve your mood, sleep, appetite, and energy level. Quetiapine can help prevent severe mood swings or decrease how often mood swings occur.","QUETIAPINE FUMARATE ER_QUETIAPINE FUMARATE","Psychiatry","Mood_Disorders","depression"
"QUETIAPINE FUMARATE","QUETIAPINE FUMARATE","This medication is used to treat certain mental/mood conditions (such as schizophrenia, bipolar disorder, sudden episodes of mania or depression associated with bipolar disorder). Quetiapine is known as an anti-psychotic drug (atypical type). It works by helping to restore the balance of certain natural substances (neurotransmitters) in the brain. This medication can decrease hallucinations and improve your concentration. It helps you to think more clearly and positively about yourself, feel less nervous, and take a more active part in everyday life. It may also improve your mood, sleep, appetite, and energy level. Quetiapine can help prevent severe mood swings or decrease how often mood swings occur.","QUETIAPINE FUMARATE_QUETIAPINE FUMARATE","Psychiatry","Mood_Disorders","depression"
"QUILLICHEW ER","METHYLPHENIDATE HCL","This medication is used to treat attention deficit hyperactivity disorder - ADHD. It works by changing the amounts of certain natural substances in the brain. Methylphenidate belongs to a class of drugs known as stimulants. It can help increase your ability to pay attention, stay focused on an activity, and control behavior problems. It may also help you to organize your tasks and improve listening skills.","QUILLICHEW ER_METHYLPHENIDATE HCL","Psychiatry","ADHD","adhd"
"QUILLIVANT XR","METHYLPHENIDATE HCL","This medication is used to treat attention deficit hyperactivity disorder - ADHD. It works by changing the amounts of certain natural substances in the brain. Methylphenidate belongs to a class of drugs known as stimulants. It can help increase your ability to pay attention, stay focused on an activity, and control behavior problems. It may also help you to organize your tasks and improve listening skills. This medication is also used to treat a certain sleep disorder (narcolepsy).","QUILLIVANT XR_METHYLPHENIDATE HCL","Psychiatry","ADHD","adhd"
"QUINAPRIL HCL","QUINAPRIL HCL","Quinapril is used to treat high blood pressure. Lowering high blood pressure helps prevent strokes, heart attacks, and kidney problems. This medication is also used to treat heart failure. Quinapril belongs to a class of drugs known as ACE inhibitors. It works by relaxing blood vessels so blood can flow more easily.","QUINAPRIL HCL_QUINAPRIL HCL","Cardiology","Vascular_Heart_Disease","stroke"
"QUINAPRIL-HYDROCHLOROTHIAZIDE","QUINAPRIL/HYDROCHLOROTHIAZIDE","This product is used to treat high blood pressure. Lowering high blood pressure helps prevent strokes, heart attacks, and kidney problems. This product contains 2 medications: quinapril and hydrochlorothiazide. Quinapril belongs to a class of drugs known as ACE inhibitors and works by relaxing blood vessels so blood can flow more easily. Hydrochlorothiazide belongs to a class of drugs known as diuretics/""water pills."" It works by causing you to make more urine. This helps your body get rid of extra salt and water.","QUINAPRIL-HYDROCHLOROTHIAZIDE_QUINAPRIL/HYDROCHLOROTHIAZIDE","Cardiology","Vascular_Heart_Disease","stroke"
"QUINIDINE GLUCONATE","QUINIDINE GLUCONATE","This medication is used to treat or prevent many types of irregular heartbeats (heart arrhythmias such as atrial fibrillation). Quinidine can greatly improve your ability to perform normal activities by decreasing the number of irregular heartbeats you have. However, it may not stop all your irregular heartbeats completely. It works by blocking abnormal heartbeat signals. Before and while you are using quinidine, your doctor may prescribe other medications (e.g., ""blood thinners""/anticoagulants such as warfarin, beta blockers such as metoprolol) to shrink any blood clots in the heart and to slow your pulse.","QUINIDINE GLUCONATE_QUINIDINE GLUCONATE","Cardiology","Arrhythmia","arrhythmia"
"QUINIDINE SULFATE","QUINIDINE SULFATE","This medication is used to treat or prevent many types of irregular heartbeats (heart arrhythmias such as atrial fibrillation). Quinidine can greatly improve your ability to perform normal activities by decreasing the number of irregular heartbeats you have. However, it may not stop all your irregular heartbeats completely. It works by blocking abnormal heartbeat signals. Before and while you are using quinidine, your doctor may prescribe other medications (e.g., ""blood thinners""/anticoagulants such as warfarin, beta blockers such as metoprolol) to shrink any blood clots in the heart and to slow your pulse.","QUINIDINE SULFATE_QUINIDINE SULFATE","Cardiology","Arrhythmia","arrhythmia"
"QUININE SULFATE","QUININE SULFATE","This medication is used alone or with other medication to treat malaria caused by mosquito bites in countries where malaria is common. Malaria parasites can enter the body through these mosquito bites, and then live in body tissues such as red blood cells or the liver. This medication is used to kill the malaria parasites living inside red blood cells. In some cases, you may need to take a different medication (such as primaquine) to kill the malaria parasites living in other body tissues. Both drugs may be needed for a complete cure and to prevent the return of infection (relapse). Quinine belongs to a class of drugs known as antimalarials. It is not used for the prevention of malaria. The United States Centers for Disease Control provide updated guidelines and travel recommendations for the prevention and treatment of malaria in different parts of the world. Discuss the most recent information with your doctor before traveling to areas where malaria occurs.","QUININE SULFATE_QUININE SULFATE","Gastroenterology","Liver","liver"
"QULIPTA","ATOGEPANT","This medication is used to prevent migraines. Atogepant may work by blocking the effects of a certain natural substance in the brain that causes migraines (calcitonin gene-related peptide - CGRP).","QULIPTA_ATOGEPANT","Neurology","Headache","migraine"
"QUTENZA","CAPSAICIN/SKIN CLEANSER","This medication is used to relieve pain caused by nerve damage due to diabetes or shingles (herpes zoster) infection. Capsaicin works by decreasing a certain natural substance in your body (substance P) that helps pass pain signals to the brain. This information does not contain any assurances that this product is safe, effective or appropriate for you.","QUTENZA_CAPSAICIN/SKIN CLEANSER","Endocrinology","Diabetes","diabetes"
"QUVIVIQ","DARIDOREXANT HCL","This medication is used to treat a certain sleep problem (insomnia). It may help you fall asleep and stay asleep longer, so you can get a better night's rest. Daridorexant belongs to a class of drugs known as sedative-hypnotics. If your insomnia continues for longer than 7 to 10 days after starting treatment, talk to your doctor to see if you need other treatment.","QUVIVIQ_DARIDOREXANT HCL","Psychiatry","Sleep_Disorders","insomnia"
"QUZYTTIR","CETIRIZINE HCL","Missing","QUZYTTIR_CETIRIZINE HCL","Missing","Missing","missing"
"QVAR REDIHALER","BECLOMETHASONE DIPROPIONATE","Beclomethasone is used to prevent and control symptoms (wheezing and shortness of breath) caused by asthma. This medication belongs to a class of drugs known as corticosteroids. It works by reducing the swelling of the airways in the lungs to make breathing easier. This medication must be used regularly to prevent breathing problems (attacks of wheezing/shortness of breath). It does not work right away and should not be used to relieve an asthma attack. If an attack occurs, use your quick-relief inhaler as prescribed.","QVAR REDIHALER_BECLOMETHASONE DIPROPIONATE","Pulmonology","Obstructive_Lung_Disease","asthma"
"QVAR","BECLOMETHASONE DIPROPIONATE","Beclomethasone is used to prevent and control symptoms (wheezing and shortness of breath) caused by asthma. This medication belongs to a class of drugs known as corticosteroids. It works directly in the lungs to make breathing easier by reducing the irritation and swelling of the airways. This medication must be used regularly to prevent breathing problems (attacks of wheezing/shortness of breath). It does not work right away and should not be used to relieve an asthma attack. If an attack occurs, use your quick-relief inhaler as prescribed.","QVAR_BECLOMETHASONE DIPROPIONATE","Pulmonology","Obstructive_Lung_Disease","asthma"
"RABAVERT","RABIES VACCINE (PCEC)/PF","Vaccine","RABAVERT_RABIES VACCINE (PCEC)/PF","Vaccine","Vaccination","vaccine"
"RABEPRAZOLE SODIUM","RABEPRAZOLE SODIUM","Rabeprazole is used to treat certain stomach and esophagus problems (such as acid reflux, ulcers). It works by decreasing the amount of acid your stomach makes. It relieves symptoms such as heartburn, difficulty swallowing, and persistent cough. This medication helps heal acid damage to the stomach and esophagus, helps prevent ulcers, and may help prevent cancer of the esophagus. Rabeprazole belongs to a class of drugs known as proton pump inhibitors (PPIs).","RABEPRAZOLE SODIUM_RABEPRAZOLE SODIUM","Gastroenterology","Inflammatory_Bowel","ulcer"
"RADICAVA ORS","EDARAVONE","Edaravone is used to treat a certain type of nerve disease called amyotrophic lateral sclerosis (ALS, also commonly called Lou Gehrig's disease). It helps to slow down the worsening of this disease. However, it is not a cure for ALS, and it does not reverse nerve damage or muscle weakness.","RADICAVA ORS_EDARAVONE",NA,NA,NA
"RADICAVA","EDARAVONE","Edaravone is used to treat a certain type of nerve disease called amyotrophic lateral sclerosis (ALS, also commonly called Lou Gehrig's disease). It helps to slow down the worsening of this disease. However, it is not a cure for ALS, and it does not reverse nerve damage or muscle weakness.","RADICAVA_EDARAVONE",NA,NA,NA
"RAGWITEK","WEED POLLEN-SHORT RAGWEED","This medication is used to treat certain allergies that may occur seasonally or year round. It is an extract of certain plant pollens that can cause allergies. Before prescribing this medication, your doctor must do laboratory/medical tests (such as skin or IgE tests) to learn what you are allergic to. This pollen allergen extract works by making your body less sensitive to the pollens (such as ragweed, grasses) that cause your allergies. This medication will not work right away to relieve allergy symptoms. When taken as directed, it may help relieve symptoms such as sneezing, runny/stuffy nose, cough, or itchy/watery eyes that are caused by allergies.","RAGWITEK_WEED POLLEN-SHORT RAGWEED","Dermatology","General_Skin","skin"
"RALOXIFENE HCL","RALOXIFENE HCL","Raloxifene is used by women to prevent and treat bone loss (osteoporosis) after menopause. It slows down bone loss and helps to keep bones strong, making them less likely to break. Raloxifene may also lower the chance of getting a certain type of breast cancer (invasive breast cancer) after menopause. Raloxifene is not an estrogen hormone, but it acts like estrogen in some parts of the body, like your bones. In other parts of the body (uterus and breasts), raloxifene acts like an estrogen blocker. It does not relieve menopause symptoms such as hot flashes. Raloxifene belongs to a class of drugs known as selective estrogen receptor modulators-SERMs. This medication should not be used before menopause. It should not be used to prevent heart disease.","RALOXIFENE HCL_RALOXIFENE HCL","Orthopedics","Musculoskeletal","bone"
"RAMELTEON","RAMELTEON","This medication is used to treat sleeplessness (insomnia). It helps you fall asleep faster so you can get a full night's rest. Sleep is important for your ability to function, think clearly, and remain alert. Lack of sleep can cause problems such as depression, heart disease and accidents. Getting enough sleep allows your mind and body to repair itself and increases your energy throughout the day. Ramelteon works like a natural substance called melatonin that is produced by your body. It helps regulate your sleep-wake cycle (circadian rhythm).","RAMELTEON_RAMELTEON","Psychiatry","Mood_Disorders","depression"
"RAMIPRIL","RAMIPRIL","Ramipril is used to treat high blood pressure (hypertension). Lowering high blood pressure helps prevent strokes, heart attacks, and kidney problems. Ramipril is also used to improve survival after a heart attack. It may also be used in high risk patients (such as patients with heart disease/diabetes) to help prevent heart attacks and strokes. This medication may also be used to treat heart failure in patients who have had a recent heart attack. Ramipril is an ACE inhibitor and works by relaxing blood vessels so that blood can flow more easily.","RAMIPRIL_RAMIPRIL","Cardiology","Hypertension","hypertension"
"RANEXA","RANOLAZINE","Ranolazine is used to treat a certain type of chest pain (chronic stable angina). It decreases the number of times you may get chest pain. Relieving symptoms of angina can increase your ability to exercise and perform strenuous work. Ranolazine works differently than other drugs for angina, so it can be used with your other angina medications (e.g., nitrates, calcium channel blockers such as amlodipine, beta blockers such as metoprolol). It is thought to work by improving how well the heart uses oxygen so that it can do more work with less oxygen.","RANEXA_RANOLAZINE","Cardiology","Vascular_Heart_Disease","heart"
